uniqueid,predicted_bank_account
uniqueid_3002,0
uniqueid_7908,0
uniqueid_1328,0
uniqueid_5442,0
uniqueid_5538,0
uniqueid_1575,0
uniqueid_4733,0
uniqueid_3735,0
uniqueid_4182,0
uniqueid_5709,0
uniqueid_5930,0
uniqueid_6540,0
uniqueid_6261,0
uniqueid_6338,0
uniqueid_2954,0
uniqueid_2930,0
uniqueid_1906,1
uniqueid_4710,0
uniqueid_278,0
uniqueid_3124,0
uniqueid_4386,0
uniqueid_689,1
uniqueid_5259,0
uniqueid_1614,0
uniqueid_4352,0
uniqueid_1922,0
uniqueid_636,0
uniqueid_6138,0
uniqueid_1007,0
uniqueid_1605,0
uniqueid_3119,0
uniqueid_6590,0
uniqueid_6264,0
uniqueid_3253,0
uniqueid_2436,0
uniqueid_1320,0
uniqueid_1243,0
uniqueid_7869,0
uniqueid_1328,0
uniqueid_1823,0
uniqueid_8283,0
uniqueid_4268,0
uniqueid_889,0
uniqueid_4987,0
uniqueid_351,0
uniqueid_5496,0
uniqueid_117,0
uniqueid_3633,0
uniqueid_6540,0
uniqueid_3364,1
uniqueid_28,0
uniqueid_4212,0
uniqueid_829,0
uniqueid_367,0
uniqueid_4751,0
uniqueid_6010,0
uniqueid_4091,0
uniqueid_5335,1
uniqueid_6652,0
uniqueid_296,0
uniqueid_1117,0
uniqueid_662,0
uniqueid_4146,0
uniqueid_4264,1
uniqueid_6984,0
uniqueid_261,0
uniqueid_918,0
uniqueid_8727,0
uniqueid_1423,0
uniqueid_5715,0
uniqueid_6541,0
uniqueid_7401,0
uniqueid_7859,0
uniqueid_91,0
uniqueid_3393,0
uniqueid_6565,0
uniqueid_1770,0
uniqueid_563,0
uniqueid_1871,0
uniqueid_895,0
uniqueid_2748,1
uniqueid_3156,0
uniqueid_2538,0
uniqueid_5348,0
uniqueid_847,0
uniqueid_631,0
uniqueid_3170,0
uniqueid_827,0
uniqueid_4385,0
uniqueid_4363,0
uniqueid_1858,0
uniqueid_1782,0
uniqueid_2608,0
uniqueid_3587,1
uniqueid_6930,0
uniqueid_1227,0
uniqueid_516,0
uniqueid_5202,0
uniqueid_995,0
uniqueid_728,0
uniqueid_2570,0
uniqueid_6628,0
uniqueid_1255,0
uniqueid_148,0
uniqueid_6524,0
uniqueid_2343,0
uniqueid_1708,0
uniqueid_3365,0
uniqueid_8055,0
uniqueid_2702,0
uniqueid_5400,0
uniqueid_3119,0
uniqueid_1512,0
uniqueid_5225,1
uniqueid_2003,0
uniqueid_1437,0
uniqueid_5798,0
uniqueid_6033,0
uniqueid_1357,0
uniqueid_1281,0
uniqueid_2640,0
uniqueid_2932,0
uniqueid_4800,0
uniqueid_857,0
uniqueid_2832,0
uniqueid_5438,0
uniqueid_1432,0
uniqueid_5603,0
uniqueid_5093,1
uniqueid_4805,0
uniqueid_2484,0
uniqueid_618,0
uniqueid_2906,0
uniqueid_2877,0
uniqueid_2080,0
uniqueid_263,0
uniqueid_3697,0
uniqueid_5835,0
uniqueid_2458,0
uniqueid_3305,0
uniqueid_1049,0
uniqueid_5920,0
uniqueid_3337,0
uniqueid_3551,0
uniqueid_2784,0
uniqueid_2944,0
uniqueid_223,0
uniqueid_8613,0
uniqueid_539,0
uniqueid_1898,0
uniqueid_8319,1
uniqueid_336,0
uniqueid_2514,0
uniqueid_978,0
uniqueid_604,0
uniqueid_2570,0
uniqueid_4176,0
uniqueid_5722,0
uniqueid_3136,0
uniqueid_914,0
uniqueid_432,0
uniqueid_584,0
uniqueid_3408,0
uniqueid_1293,0
uniqueid_549,0
uniqueid_4875,0
uniqueid_3075,0
uniqueid_51,0
uniqueid_1587,0
uniqueid_5359,0
uniqueid_1036,0
uniqueid_2829,0
uniqueid_2274,0
uniqueid_1894,0
uniqueid_3778,0
uniqueid_7628,0
uniqueid_3264,0
uniqueid_5443,0
uniqueid_736,0
uniqueid_8469,0
uniqueid_4273,1
uniqueid_67,0
uniqueid_1813,0
uniqueid_2824,0
uniqueid_2376,0
uniqueid_5666,0
uniqueid_2631,0
uniqueid_5193,1
uniqueid_5959,0
uniqueid_5455,0
uniqueid_7928,0
uniqueid_3560,0
uniqueid_1594,0
uniqueid_271,0
uniqueid_990,0
uniqueid_4784,0
uniqueid_1306,0
uniqueid_4834,0
uniqueid_8111,0
uniqueid_3298,0
uniqueid_2695,0
uniqueid_5828,0
uniqueid_5586,0
uniqueid_4564,1
uniqueid_5861,0
uniqueid_797,1
uniqueid_277,0
uniqueid_4731,0
uniqueid_2615,0
uniqueid_8706,0
uniqueid_5987,0
uniqueid_2364,0
uniqueid_3463,1
uniqueid_4169,0
uniqueid_5807,0
uniqueid_605,0
uniqueid_278,0
uniqueid_3600,0
uniqueid_1876,0
uniqueid_6118,0
uniqueid_5193,1
uniqueid_3940,0
uniqueid_7566,0
uniqueid_3412,0
uniqueid_6900,0
uniqueid_2412,1
uniqueid_2470,0
uniqueid_118,0
uniqueid_1378,0
uniqueid_2574,1
uniqueid_3902,0
uniqueid_1183,0
uniqueid_6036,1
uniqueid_3869,0
uniqueid_3455,0
uniqueid_5918,0
uniqueid_311,0
uniqueid_3270,0
uniqueid_6850,0
uniqueid_6958,0
uniqueid_991,0
uniqueid_260,0
uniqueid_2077,0
uniqueid_7467,0
uniqueid_1617,0
uniqueid_3122,1
uniqueid_542,0
uniqueid_3716,0
uniqueid_3320,0
uniqueid_453,0
uniqueid_1389,0
uniqueid_4031,0
uniqueid_4486,0
uniqueid_135,0
uniqueid_1816,0
uniqueid_1347,1
uniqueid_600,0
uniqueid_3852,0
uniqueid_6665,0
uniqueid_1097,0
uniqueid_4941,0
uniqueid_586,0
uniqueid_5670,0
uniqueid_1883,0
uniqueid_251,0
uniqueid_3076,0
uniqueid_3209,0
uniqueid_4009,0
uniqueid_1619,0
uniqueid_1372,1
uniqueid_796,0
uniqueid_1864,0
uniqueid_5487,0
uniqueid_762,0
uniqueid_3158,0
uniqueid_3577,0
uniqueid_116,0
uniqueid_3265,0
uniqueid_735,0
uniqueid_5540,0
uniqueid_5204,0
uniqueid_2009,0
uniqueid_5747,0
uniqueid_4848,0
uniqueid_1375,1
uniqueid_5686,0
uniqueid_4813,0
uniqueid_86,0
uniqueid_1319,0
uniqueid_1370,0
uniqueid_2535,0
uniqueid_502,0
uniqueid_4220,1
uniqueid_280,0
uniqueid_2605,0
uniqueid_1710,0
uniqueid_559,1
uniqueid_740,0
uniqueid_465,0
uniqueid_2682,0
uniqueid_8213,0
uniqueid_938,0
uniqueid_5813,0
uniqueid_4617,0
uniqueid_2039,0
uniqueid_5224,0
uniqueid_5852,0
uniqueid_5916,0
uniqueid_4441,0
uniqueid_3031,0
uniqueid_5057,0
uniqueid_4871,1
uniqueid_5181,0
uniqueid_5736,0
uniqueid_7045,0
uniqueid_905,0
uniqueid_8645,0
uniqueid_4375,0
uniqueid_5169,0
uniqueid_2014,0
uniqueid_1530,0
uniqueid_2052,0
uniqueid_3562,1
uniqueid_6978,1
uniqueid_5358,1
uniqueid_4914,0
uniqueid_1496,0
uniqueid_1602,0
uniqueid_4273,0
uniqueid_2109,0
uniqueid_5292,0
uniqueid_5086,0
uniqueid_4170,1
uniqueid_1189,0
uniqueid_3332,0
uniqueid_693,0
uniqueid_1236,0
uniqueid_1971,0
uniqueid_4319,0
uniqueid_538,0
uniqueid_4957,0
uniqueid_1536,0
uniqueid_4808,0
uniqueid_1834,0
uniqueid_3612,0
uniqueid_6045,0
uniqueid_3567,0
uniqueid_3301,0
uniqueid_4927,0
uniqueid_6983,0
uniqueid_4662,0
uniqueid_162,0
uniqueid_5517,0
uniqueid_1986,0
uniqueid_4022,1
uniqueid_7548,0
uniqueid_701,0
uniqueid_3354,1
uniqueid_1174,0
uniqueid_2667,0
uniqueid_5229,0
uniqueid_3611,0
uniqueid_750,0
uniqueid_1103,0
uniqueid_8658,0
uniqueid_1737,0
uniqueid_1639,1
uniqueid_247,0
uniqueid_4949,0
uniqueid_668,0
uniqueid_5962,0
uniqueid_2418,0
uniqueid_5138,0
uniqueid_3997,0
uniqueid_3792,0
uniqueid_2904,0
uniqueid_992,0
uniqueid_5631,0
uniqueid_2496,1
uniqueid_6167,0
uniqueid_3549,1
uniqueid_4770,0
uniqueid_1680,0
uniqueid_256,0
uniqueid_4,0
uniqueid_3462,0
uniqueid_5151,0
uniqueid_3490,0
uniqueid_4666,0
uniqueid_3079,0
uniqueid_2117,0
uniqueid_1087,1
uniqueid_3749,0
uniqueid_5669,0
uniqueid_3367,0
uniqueid_1349,0
uniqueid_1650,0
uniqueid_1104,0
uniqueid_1744,0
uniqueid_563,0
uniqueid_235,0
uniqueid_3846,0
uniqueid_6912,0
uniqueid_3434,0
uniqueid_154,0
uniqueid_939,0
uniqueid_4916,1
uniqueid_460,0
uniqueid_5434,0
uniqueid_778,0
uniqueid_6056,0
uniqueid_3112,0
uniqueid_396,0
uniqueid_6888,0
uniqueid_3214,0
uniqueid_2289,1
uniqueid_5979,0
uniqueid_5179,0
uniqueid_78,0
uniqueid_3955,0
uniqueid_1847,1
uniqueid_2203,0
uniqueid_971,0
uniqueid_4262,0
uniqueid_617,0
uniqueid_398,0
uniqueid_5124,0
uniqueid_1966,0
uniqueid_6397,0
uniqueid_3552,0
uniqueid_2383,0
uniqueid_4186,0
uniqueid_8506,0
uniqueid_2053,0
uniqueid_2472,1
uniqueid_205,0
uniqueid_6049,0
uniqueid_2202,0
uniqueid_1830,0
uniqueid_2902,1
uniqueid_4928,0
uniqueid_5612,0
uniqueid_1820,1
uniqueid_8248,0
uniqueid_1578,0
uniqueid_8432,1
uniqueid_111,0
uniqueid_4339,0
uniqueid_4186,0
uniqueid_8174,0
uniqueid_5222,0
uniqueid_1922,0
uniqueid_6495,0
uniqueid_5394,0
uniqueid_6808,0
uniqueid_1032,0
uniqueid_1050,0
uniqueid_8534,0
uniqueid_101,0
uniqueid_85,0
uniqueid_625,0
uniqueid_2226,0
uniqueid_7930,0
uniqueid_5556,0
uniqueid_50,0
uniqueid_2655,0
uniqueid_659,0
uniqueid_7444,0
uniqueid_2786,1
uniqueid_5258,0
uniqueid_3960,0
uniqueid_7812,0
uniqueid_3731,0
uniqueid_2490,0
uniqueid_2742,0
uniqueid_1262,0
uniqueid_2861,1
uniqueid_739,0
uniqueid_5013,0
uniqueid_109,0
uniqueid_581,1
uniqueid_1023,1
uniqueid_5778,0
uniqueid_5324,0
uniqueid_1571,0
uniqueid_6262,0
uniqueid_2478,0
uniqueid_2417,0
uniqueid_5137,0
uniqueid_709,1
uniqueid_6343,0
uniqueid_3492,1
uniqueid_1070,0
uniqueid_850,1
uniqueid_3865,0
uniqueid_3283,0
uniqueid_2997,0
uniqueid_972,1
uniqueid_2011,0
uniqueid_6680,0
uniqueid_110,0
uniqueid_1771,0
uniqueid_1053,0
uniqueid_7247,0
uniqueid_641,0
uniqueid_7116,1
uniqueid_938,0
uniqueid_4583,0
uniqueid_6148,0
uniqueid_3438,0
uniqueid_1816,0
uniqueid_5455,0
uniqueid_3172,0
uniqueid_7994,0
uniqueid_656,0
uniqueid_8721,0
uniqueid_2831,1
uniqueid_2993,0
uniqueid_3111,0
uniqueid_1696,0
uniqueid_3913,0
uniqueid_3589,0
uniqueid_722,1
uniqueid_6228,0
uniqueid_1855,1
uniqueid_183,0
uniqueid_4721,0
uniqueid_6047,0
uniqueid_4493,0
uniqueid_3285,0
uniqueid_293,0
uniqueid_6358,0
uniqueid_7159,0
uniqueid_5260,0
uniqueid_2894,1
uniqueid_5601,1
uniqueid_4066,0
uniqueid_4794,0
uniqueid_4235,0
uniqueid_385,0
uniqueid_4063,0
uniqueid_1670,0
uniqueid_1866,0
uniqueid_5332,0
uniqueid_3934,0
uniqueid_579,0
uniqueid_5578,0
uniqueid_4098,0
uniqueid_4117,1
uniqueid_8087,0
uniqueid_2500,0
uniqueid_2648,1
uniqueid_2573,0
uniqueid_3943,0
uniqueid_2794,1
uniqueid_2453,0
uniqueid_4282,0
uniqueid_1150,0
uniqueid_1067,0
uniqueid_8594,0
uniqueid_306,0
uniqueid_3507,0
uniqueid_958,0
uniqueid_3623,0
uniqueid_1146,0
uniqueid_2309,0
uniqueid_1509,0
uniqueid_5881,0
uniqueid_2805,0
uniqueid_689,1
uniqueid_4118,0
uniqueid_4338,0
uniqueid_8194,0
uniqueid_1096,0
uniqueid_1106,0
uniqueid_6285,0
uniqueid_3947,0
uniqueid_4216,1
uniqueid_3395,0
uniqueid_3018,0
uniqueid_1422,0
uniqueid_2697,1
uniqueid_5105,0
uniqueid_1461,1
uniqueid_8546,0
uniqueid_5024,0
uniqueid_1548,0
uniqueid_5377,0
uniqueid_4771,0
uniqueid_6461,0
uniqueid_3005,0
uniqueid_420,0
uniqueid_593,0
uniqueid_4864,0
uniqueid_3859,0
uniqueid_827,1
uniqueid_2409,0
uniqueid_2021,0
uniqueid_1627,0
uniqueid_7552,0
uniqueid_2969,0
uniqueid_5500,0
uniqueid_5639,0
uniqueid_2294,0
uniqueid_3899,0
uniqueid_1181,0
uniqueid_2989,0
uniqueid_4128,0
uniqueid_954,0
uniqueid_610,0
uniqueid_5220,0
uniqueid_1208,0
uniqueid_3228,0
uniqueid_3493,1
uniqueid_5451,0
uniqueid_3525,0
uniqueid_1599,0
uniqueid_538,1
uniqueid_5077,0
uniqueid_1922,0
uniqueid_922,0
uniqueid_4952,0
uniqueid_493,0
uniqueid_5426,0
uniqueid_178,0
uniqueid_6356,0
uniqueid_6127,0
uniqueid_6231,0
uniqueid_1137,0
uniqueid_5809,0
uniqueid_1421,0
uniqueid_4572,1
uniqueid_4447,0
uniqueid_541,1
uniqueid_2225,0
uniqueid_3688,0
uniqueid_1531,0
uniqueid_990,0
uniqueid_2841,0
uniqueid_3258,0
uniqueid_1536,0
uniqueid_5412,0
uniqueid_1157,0
uniqueid_5243,1
uniqueid_5740,0
uniqueid_588,0
uniqueid_2123,0
uniqueid_632,0
uniqueid_992,0
uniqueid_254,0
uniqueid_5728,0
uniqueid_3692,1
uniqueid_8334,0
uniqueid_1765,0
uniqueid_4342,0
uniqueid_5262,0
uniqueid_6157,0
uniqueid_1194,0
uniqueid_804,0
uniqueid_2451,1
uniqueid_5778,0
uniqueid_4796,0
uniqueid_2949,0
uniqueid_5161,1
uniqueid_5588,0
uniqueid_6573,0
uniqueid_2438,0
uniqueid_1244,0
uniqueid_1733,0
uniqueid_7185,0
uniqueid_4454,0
uniqueid_1558,0
uniqueid_3231,0
uniqueid_4080,0
uniqueid_3903,0
uniqueid_6370,1
uniqueid_5871,1
uniqueid_3645,1
uniqueid_5850,0
uniqueid_2047,0
uniqueid_6670,0
uniqueid_348,0
uniqueid_2269,0
uniqueid_5728,0
uniqueid_2121,0
uniqueid_333,0
uniqueid_7307,1
uniqueid_2259,0
uniqueid_8610,0
uniqueid_7097,0
uniqueid_3062,0
uniqueid_1892,0
uniqueid_5394,0
uniqueid_1402,0
uniqueid_4298,0
uniqueid_4601,0
uniqueid_842,0
uniqueid_6453,0
uniqueid_923,0
uniqueid_2407,0
uniqueid_1542,0
uniqueid_4712,1
uniqueid_3306,0
uniqueid_5391,0
uniqueid_3730,0
uniqueid_450,0
uniqueid_3173,0
uniqueid_805,1
uniqueid_1992,0
uniqueid_696,0
uniqueid_2524,1
uniqueid_4357,1
uniqueid_904,0
uniqueid_5893,0
uniqueid_6410,0
uniqueid_1565,0
uniqueid_4241,1
uniqueid_4010,0
uniqueid_2067,0
uniqueid_2946,0
uniqueid_6449,0
uniqueid_6024,0
uniqueid_5756,0
uniqueid_4929,0
uniqueid_5329,0
uniqueid_5977,0
uniqueid_4336,0
uniqueid_6868,0
uniqueid_2836,0
uniqueid_6197,0
uniqueid_5227,0
uniqueid_8552,0
uniqueid_2739,0
uniqueid_2319,1
uniqueid_1168,0
uniqueid_1530,0
uniqueid_129,0
uniqueid_120,0
uniqueid_1469,0
uniqueid_4215,0
uniqueid_1494,0
uniqueid_3046,0
uniqueid_5477,0
uniqueid_681,0
uniqueid_3746,1
uniqueid_5488,1
uniqueid_1868,0
uniqueid_671,0
uniqueid_2813,0
uniqueid_316,0
uniqueid_1672,0
uniqueid_6119,0
uniqueid_215,0
uniqueid_4945,1
uniqueid_1294,0
uniqueid_1518,0
uniqueid_4649,0
uniqueid_3355,0
uniqueid_5080,0
uniqueid_5364,0
uniqueid_835,0
uniqueid_8757,0
uniqueid_2714,0
uniqueid_2891,1
uniqueid_353,1
uniqueid_2844,0
uniqueid_3565,0
uniqueid_569,0
uniqueid_332,1
uniqueid_2248,0
uniqueid_1141,0
uniqueid_3963,0
uniqueid_7881,0
uniqueid_460,0
uniqueid_3958,0
uniqueid_4473,1
uniqueid_6035,0
uniqueid_1517,0
uniqueid_6547,0
uniqueid_562,1
uniqueid_1921,0
uniqueid_4581,0
uniqueid_7249,0
uniqueid_725,0
uniqueid_4429,0
uniqueid_4655,0
uniqueid_978,1
uniqueid_4863,0
uniqueid_2317,0
uniqueid_4802,1
uniqueid_5468,0
uniqueid_1226,1
uniqueid_1970,0
uniqueid_8526,0
uniqueid_8326,0
uniqueid_8536,0
uniqueid_394,0
uniqueid_1595,0
uniqueid_5226,0
uniqueid_6873,0
uniqueid_484,0
uniqueid_386,0
uniqueid_3103,0
uniqueid_106,0
uniqueid_192,0
uniqueid_6486,0
uniqueid_1709,0
uniqueid_1800,0
uniqueid_366,0
uniqueid_2964,0
uniqueid_5264,0
uniqueid_5633,1
uniqueid_1357,0
uniqueid_2113,0
uniqueid_1336,0
uniqueid_1715,0
uniqueid_7624,0
uniqueid_2005,0
uniqueid_3522,0
uniqueid_5499,0
uniqueid_5474,0
uniqueid_2807,0
uniqueid_335,0
uniqueid_2285,0
uniqueid_5638,1
uniqueid_1786,0
uniqueid_344,1
uniqueid_5860,1
uniqueid_512,0
uniqueid_3350,0
uniqueid_6439,0
uniqueid_2314,0
uniqueid_5341,0
uniqueid_3674,0
uniqueid_1275,1
uniqueid_4424,0
uniqueid_5150,0
uniqueid_1060,0
uniqueid_6722,0
uniqueid_5496,0
uniqueid_7846,1
uniqueid_5735,0
uniqueid_2980,0
uniqueid_2799,0
uniqueid_5173,0
uniqueid_5875,0
uniqueid_2527,0
uniqueid_5317,0
uniqueid_4897,0
uniqueid_515,1
uniqueid_1944,0
uniqueid_6542,0
uniqueid_2253,0
uniqueid_3825,0
uniqueid_6887,0
uniqueid_6993,0
uniqueid_5543,0
uniqueid_197,0
uniqueid_7647,0
uniqueid_7168,0
uniqueid_5576,0
uniqueid_3107,0
uniqueid_3468,0
uniqueid_3698,0
uniqueid_4515,0
uniqueid_7935,0
uniqueid_3178,0
uniqueid_4240,0
uniqueid_4448,0
uniqueid_3586,0
uniqueid_2327,1
uniqueid_2996,1
uniqueid_4024,0
uniqueid_7906,0
uniqueid_1324,0
uniqueid_1459,0
uniqueid_2464,0
uniqueid_5390,0
uniqueid_611,0
uniqueid_3153,0
uniqueid_346,1
uniqueid_3288,0
uniqueid_206,0
uniqueid_350,0
uniqueid_1427,0
uniqueid_3303,1
uniqueid_864,0
uniqueid_1190,1
uniqueid_6298,0
uniqueid_3387,0
uniqueid_1143,0
uniqueid_932,0
uniqueid_977,1
uniqueid_8347,0
uniqueid_3237,0
uniqueid_2414,0
uniqueid_1390,1
uniqueid_5532,0
uniqueid_5810,0
uniqueid_3892,0
uniqueid_4944,0
uniqueid_5823,0
uniqueid_4651,0
uniqueid_2340,0
uniqueid_360,0
uniqueid_2781,0
uniqueid_3484,0
uniqueid_8165,0
uniqueid_1188,0
uniqueid_964,0
uniqueid_3116,0
uniqueid_165,0
uniqueid_6893,0
uniqueid_1988,0
uniqueid_417,0
uniqueid_2921,0
uniqueid_1835,0
uniqueid_2085,0
uniqueid_6010,0
uniqueid_3897,0
uniqueid_7638,1
uniqueid_3307,1
uniqueid_978,0
uniqueid_5246,0
uniqueid_2064,0
uniqueid_5761,0
uniqueid_491,0
uniqueid_2285,0
uniqueid_1376,0
uniqueid_5323,0
uniqueid_1068,0
uniqueid_5884,0
uniqueid_3924,1
uniqueid_3094,0
uniqueid_3934,1
uniqueid_5764,1
uniqueid_1152,0
uniqueid_8473,0
uniqueid_1306,0
uniqueid_7488,0
uniqueid_1361,0
uniqueid_2609,0
uniqueid_881,0
uniqueid_1941,0
uniqueid_1070,0
uniqueid_4827,0
uniqueid_235,0
uniqueid_5984,0
uniqueid_5414,0
uniqueid_6767,0
uniqueid_832,1
uniqueid_3478,0
uniqueid_6172,0
uniqueid_5463,0
uniqueid_2595,0
uniqueid_3316,0
uniqueid_7016,0
uniqueid_4214,0
uniqueid_3836,0
uniqueid_1398,0
uniqueid_100,0
uniqueid_7037,0
uniqueid_6349,0
uniqueid_6189,0
uniqueid_2108,0
uniqueid_5094,0
uniqueid_3066,0
uniqueid_5479,0
uniqueid_4771,1
uniqueid_6414,1
uniqueid_1773,0
uniqueid_2655,0
uniqueid_817,0
uniqueid_6488,0
uniqueid_506,0
uniqueid_5613,0
uniqueid_3043,0
uniqueid_5688,1
uniqueid_847,0
uniqueid_6956,0
uniqueid_10,0
uniqueid_509,0
uniqueid_4090,0
uniqueid_5399,0
uniqueid_2310,0
uniqueid_1814,0
uniqueid_5967,0
uniqueid_2851,0
uniqueid_478,0
uniqueid_1711,0
uniqueid_1158,0
uniqueid_8579,0
uniqueid_3391,0
uniqueid_2863,0
uniqueid_819,0
uniqueid_6282,1
uniqueid_134,0
uniqueid_2647,0
uniqueid_1135,0
uniqueid_7,0
uniqueid_5227,0
uniqueid_4168,0
uniqueid_5060,0
uniqueid_7172,0
uniqueid_673,0
uniqueid_3263,0
uniqueid_2433,0
uniqueid_4938,0
uniqueid_8041,0
uniqueid_3174,0
uniqueid_3485,0
uniqueid_4108,0
uniqueid_3780,0
uniqueid_1159,1
uniqueid_5554,0
uniqueid_1504,0
uniqueid_2110,0
uniqueid_1201,0
uniqueid_5424,0
uniqueid_1013,0
uniqueid_4063,0
uniqueid_7137,0
uniqueid_722,0
uniqueid_1988,0
uniqueid_2327,0
uniqueid_1842,0
uniqueid_7457,0
uniqueid_137,1
uniqueid_7022,0
uniqueid_217,0
uniqueid_1432,0
uniqueid_6394,0
uniqueid_6519,0
uniqueid_5350,0
uniqueid_439,0
uniqueid_343,0
uniqueid_3400,1
uniqueid_1028,1
uniqueid_4478,0
uniqueid_5810,0
uniqueid_2052,1
uniqueid_7907,0
uniqueid_2718,0
uniqueid_1268,1
uniqueid_766,0
uniqueid_281,0
uniqueid_5065,0
uniqueid_1957,0
uniqueid_2071,0
uniqueid_5923,0
uniqueid_1054,0
uniqueid_5363,0
uniqueid_904,0
uniqueid_3614,0
uniqueid_447,0
uniqueid_5264,0
uniqueid_1597,0
uniqueid_190,0
uniqueid_244,0
uniqueid_2725,0
uniqueid_4724,0
uniqueid_8466,0
uniqueid_2699,0
uniqueid_1484,1
uniqueid_1324,0
uniqueid_507,0
uniqueid_5212,0
uniqueid_674,1
uniqueid_475,0
uniqueid_4295,0
uniqueid_1239,1
uniqueid_1787,1
uniqueid_401,0
uniqueid_2148,0
uniqueid_6135,0
uniqueid_5132,0
uniqueid_1377,0
uniqueid_8,0
uniqueid_1434,0
uniqueid_61,1
uniqueid_2610,1
uniqueid_7896,0
uniqueid_752,1
uniqueid_5007,0
uniqueid_5845,0
uniqueid_1840,0
uniqueid_3596,1
uniqueid_3601,0
uniqueid_2274,1
uniqueid_4792,0
uniqueid_1127,0
uniqueid_2219,0
uniqueid_1737,0
uniqueid_1434,0
uniqueid_1473,0
uniqueid_2635,0
uniqueid_5379,1
uniqueid_5244,0
uniqueid_144,0
uniqueid_905,0
uniqueid_2415,0
uniqueid_479,0
uniqueid_5491,0
uniqueid_5599,0
uniqueid_2116,0
uniqueid_4832,0
uniqueid_3239,0
uniqueid_3240,0
uniqueid_547,1
uniqueid_707,0
uniqueid_4773,0
uniqueid_2468,0
uniqueid_4819,0
uniqueid_4178,0
uniqueid_1565,0
uniqueid_4878,0
uniqueid_6990,1
uniqueid_239,0
uniqueid_1040,0
uniqueid_4541,1
uniqueid_2578,0
uniqueid_3487,0
uniqueid_6605,0
uniqueid_3835,0
uniqueid_8380,1
uniqueid_7547,0
uniqueid_1937,1
uniqueid_2170,0
uniqueid_5841,1
uniqueid_126,0
uniqueid_5134,0
uniqueid_1081,0
uniqueid_4874,0
uniqueid_3575,1
uniqueid_4038,0
uniqueid_1632,0
uniqueid_1148,0
uniqueid_6047,0
uniqueid_5425,0
uniqueid_1825,0
uniqueid_1905,0
uniqueid_2983,0
uniqueid_3933,0
uniqueid_4578,0
uniqueid_3958,1
uniqueid_7345,0
uniqueid_674,1
uniqueid_8253,0
uniqueid_3573,0
uniqueid_8351,0
uniqueid_2610,0
uniqueid_5854,0
uniqueid_3776,0
uniqueid_5667,1
uniqueid_1693,0
uniqueid_4854,0
uniqueid_5427,0
uniqueid_3452,0
uniqueid_3708,1
uniqueid_5652,0
uniqueid_1063,0
uniqueid_6757,0
uniqueid_1505,0
uniqueid_1444,1
uniqueid_3696,0
uniqueid_7417,0
uniqueid_7188,0
uniqueid_2111,0
uniqueid_4702,0
uniqueid_6923,0
uniqueid_5138,0
uniqueid_1742,0
uniqueid_1340,1
uniqueid_6121,0
uniqueid_1348,0
uniqueid_1478,0
uniqueid_246,0
uniqueid_6769,0
uniqueid_5163,0
uniqueid_4079,0
uniqueid_775,0
uniqueid_4716,0
uniqueid_2976,0
uniqueid_1646,0
uniqueid_1679,0
uniqueid_4861,0
uniqueid_7136,0
uniqueid_3827,0
uniqueid_6752,0
uniqueid_4060,0
uniqueid_6771,0
uniqueid_5187,1
uniqueid_2737,0
uniqueid_6181,0
uniqueid_4204,0
uniqueid_6227,1
uniqueid_298,0
uniqueid_2036,0
uniqueid_731,0
uniqueid_3771,0
uniqueid_2708,0
uniqueid_8234,0
uniqueid_3117,0
uniqueid_4106,0
uniqueid_2317,0
uniqueid_1105,0
uniqueid_4496,0
uniqueid_7625,0
uniqueid_6090,0
uniqueid_1014,1
uniqueid_8064,0
uniqueid_5933,0
uniqueid_8689,0
uniqueid_2943,0
uniqueid_3811,0
uniqueid_2283,0
uniqueid_634,0
uniqueid_26,0
uniqueid_4850,0
uniqueid_43,1
uniqueid_34,0
uniqueid_67,0
uniqueid_6497,0
uniqueid_2220,0
uniqueid_2254,1
uniqueid_4375,0
uniqueid_1544,0
uniqueid_1806,0
uniqueid_4492,0
uniqueid_4767,0
uniqueid_4393,0
uniqueid_3057,0
uniqueid_3806,1
uniqueid_8631,0
uniqueid_4230,0
uniqueid_8512,0
uniqueid_4247,0
uniqueid_1487,0
uniqueid_5245,0
uniqueid_1113,0
uniqueid_142,0
uniqueid_8237,0
uniqueid_651,0
uniqueid_669,0
uniqueid_1492,0
uniqueid_2226,1
uniqueid_1504,0
uniqueid_7533,0
uniqueid_898,1
uniqueid_3885,0
uniqueid_854,0
uniqueid_1475,0
uniqueid_237,0
uniqueid_1521,0
uniqueid_3696,0
uniqueid_2320,0
uniqueid_2983,0
uniqueid_2587,1
uniqueid_2896,0
uniqueid_5015,0
uniqueid_3756,0
uniqueid_4816,0
uniqueid_933,0
uniqueid_289,0
uniqueid_2681,0
uniqueid_7358,0
uniqueid_3307,0
uniqueid_8007,0
uniqueid_6160,0
uniqueid_4481,0
uniqueid_1885,0
uniqueid_2271,0
uniqueid_2897,1
uniqueid_885,0
uniqueid_6806,0
uniqueid_1123,0
uniqueid_5472,0
uniqueid_4383,0
uniqueid_585,0
uniqueid_3433,0
uniqueid_2326,0
uniqueid_1389,1
uniqueid_7362,0
uniqueid_1973,0
uniqueid_1297,0
uniqueid_2568,1
uniqueid_287,0
uniqueid_2495,0
uniqueid_6409,0
uniqueid_3010,0
uniqueid_5244,0
uniqueid_7912,0
